datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-09-11 00:00:00,0,186.511,174.136,200.724,100.0
2026-09-11 01:00:00,1,184.377,172.072,199.272,100.0
2026-09-11 02:00:00,2,178.109,166.041,192.752,100.0
2026-09-11 03:00:00,3,178.675,165.471,192.816,100.0
2026-09-11 04:00:00,4,179.7,168.259,191.467,100.0
2026-09-11 05:00:00,5,186.813,173.789,199.151,100.0
2026-09-11 06:00:00,6,184.131,171.445,197.451,100.0
2026-09-11 07:00:00,7,203.448,190.864,218.463,100.0
2026-09-11 08:00:00,8,197.218,181.645,216.448,100.0
2026-09-11 09:00:00,9,176.482,164.956,192.768,100.0
2026-09-11 10:00:00,10,142.957,130.174,159.022,100.0
2026-09-11 11:00:00,11,122.537,111.015,139.395,100.0
2026-09-11 12:00:00,12,109.324,98.073,124.789,100.0
2026-09-11 13:00:00,13,101.272,89.852,114.888,100.0
2026-09-11 14:00:00,14,90.946,79.229,103.446,100.0
2026-09-11 15:00:00,15,85.217,74.688,95.636,100.0
2026-09-11 16:00:00,16,74.811,64.047,87.438,100.0
2026-09-11 17:00:00,17,92.874,81.426,107.887,100.0
2026-09-11 18:00:00,18,113.639,100.616,127.566,100.0
2026-09-11 19:00:00,19,195.471,181.863,207.369,100.0
2026-09-11 20:00:00,20,225.046,212.289,235.153,100.0
2026-09-11 21:00:00,21,212.794,200.019,223.148,100.0
2026-09-11 22:00:00,22,192.604,181.566,202.695,100.0
2026-09-11 23:00:00,23,182.707,169.624,197.797,100.0
2026-09-12 00:00:00,0,167.107,154.732,181.32,100.0
2026-09-12 01:00:00,1,160.688,148.382,175.583,100.0
2026-09-12 02:00:00,2,155.433,143.366,170.076,100.0
2026-09-12 03:00:00,3,151.789,138.584,165.929,100.0
2026-09-12 04:00:00,4,148.907,137.466,160.673,100.0
2026-09-12 05:00:00,5,158.203,145.179,170.541,100.0
2026-09-12 06:00:00,6,159.283,146.596,172.602,100.0
2026-09-12 07:00:00,7,185.18,172.596,200.195,100.0
2026-09-12 08:00:00,8,183.228,167.655,202.458,100.0
2026-09-12 09:00:00,9,166.991,155.465,183.277,100.0
2026-09-12 10:00:00,10,139.621,126.837,155.685,100.0
2026-09-12 11:00:00,11,121.423,109.901,138.28,100.0
2026-09-12 12:00:00,12,107.293,96.043,122.759,100.0
2026-09-12 13:00:00,13,101.399,89.979,115.016,100.0
2026-09-12 14:00:00,14,92.782,81.065,105.283,100.0
2026-09-12 15:00:00,15,85.427,74.898,95.846,100.0
2026-09-12 16:00:00,16,80.285,69.522,92.912,100.0
2026-09-12 17:00:00,17,94.117,82.669,109.13,100.0
2026-09-12 18:00:00,18,110.26,97.236,124.187,100.0
2026-09-12 19:00:00,19,196.634,183.026,208.532,100.0
2026-09-12 20:00:00,20,228.461,215.705,238.568,100.0
2026-09-12 21:00:00,21,217.189,204.413,227.542,100.0
2026-09-12 22:00:00,22,199.418,188.38,209.509,100.0
2026-09-12 23:00:00,23,188.406,175.323,203.496,100.0
2026-09-13 00:00:00,0,169.11,156.735,183.323,100.0
2026-09-13 01:00:00,1,162.865,150.56,177.76,100.0
2026-09-13 02:00:00,2,155.961,143.893,170.603,100.0
2026-09-13 03:00:00,3,152.875,139.671,167.016,100.0
2026-09-13 04:00:00,4,149.149,137.708,160.916,100.0
2026-09-13 05:00:00,5,158.022,144.998,170.36,100.0
2026-09-13 06:00:00,6,158.533,145.846,171.852,100.0
2026-09-13 07:00:00,7,185.526,172.942,200.541,100.0
2026-09-13 08:00:00,8,183.858,168.285,203.088,100.0
2026-09-13 09:00:00,9,165.38,153.854,181.666,100.0
2026-09-13 10:00:00,10,136.88,124.096,152.944,100.0
2026-09-13 11:00:00,11,118.77,107.249,135.628,100.0
2026-09-13 12:00:00,12,109.011,97.76,124.476,100.0
2026-09-13 13:00:00,13,102.825,91.405,116.442,100.0
2026-09-13 14:00:00,14,93.11,81.394,105.611,100.0
2026-09-13 15:00:00,15,86.447,75.917,96.866,100.0
2026-09-13 16:00:00,16,82.572,71.809,95.199,100.0
2026-09-13 17:00:00,17,96.166,84.718,111.178,100.0
2026-09-13 18:00:00,18,111.615,98.591,125.542,100.0
2026-09-13 19:00:00,19,197.17,183.562,209.068,100.0
2026-09-13 20:00:00,20,227.553,214.797,237.66,100.0
2026-09-13 21:00:00,21,218.311,205.536,228.665,100.0
2026-09-13 22:00:00,22,196.576,185.539,206.667,100.0
2026-09-13 23:00:00,23,185.955,172.872,201.045,100.0
2026-09-14 00:00:00,0,168.719,156.344,182.931,100.0
2026-09-14 01:00:00,1,162.179,149.874,177.074,100.0
2026-09-14 02:00:00,2,155.651,143.583,170.294,100.0
2026-09-14 03:00:00,3,152.379,139.174,166.519,100.0
2026-09-14 04:00:00,4,148.435,136.993,160.201,100.0
2026-09-14 05:00:00,5,157.755,144.731,170.092,100.0
2026-09-14 06:00:00,6,157.411,144.724,170.73,100.0
2026-09-14 07:00:00,7,185.099,172.514,200.114,100.0
2026-09-14 08:00:00,8,183.944,168.371,203.174,100.0
2026-09-14 09:00:00,9,169.127,157.601,185.413,100.0
2026-09-14 10:00:00,10,142.437,129.653,158.501,100.0
2026-09-14 11:00:00,11,124.087,112.566,140.945,100.0
2026-09-14 12:00:00,12,114.35,103.1,129.816,100.0
2026-09-14 13:00:00,13,106.913,95.493,120.53,100.0
2026-09-14 14:00:00,14,97.636,85.919,110.136,100.0
2026-09-14 15:00:00,15,92.39,81.861,102.809,100.0
2026-09-14 16:00:00,16,86.525,75.762,99.152,100.0
2026-09-14 17:00:00,17,99.234,87.786,114.246,100.0
2026-09-14 18:00:00,18,113.307,100.283,127.234,100.0
2026-09-14 19:00:00,19,197.995,184.387,209.893,100.0
2026-09-14 20:00:00,20,228.902,216.146,239.009,100.0
2026-09-14 21:00:00,21,216.351,203.576,226.705,100.0
2026-09-14 22:00:00,22,196.453,185.416,206.544,100.0
2026-09-14 23:00:00,23,186.083,173.0,201.173,100.0
2026-09-15 00:00:00,0,167.378,155.003,181.591,100.0
2026-09-15 01:00:00,1,160.923,148.617,175.818,100.0
2026-09-15 02:00:00,2,152.602,140.535,167.245,100.0
2026-09-15 03:00:00,3,148.426,135.222,162.567,100.0
2026-09-15 04:00:00,4,143.847,132.405,155.613,100.0
2026-09-15 05:00:00,5,154.981,141.957,167.318,100.0
2026-09-15 06:00:00,6,154.92,142.233,168.239,100.0
2026-09-15 07:00:00,7,183.057,170.473,198.073,100.0
2026-09-15 08:00:00,8,182.148,166.575,201.378,100.0
2026-09-15 09:00:00,9,166.66,155.134,182.946,100.0
2026-09-15 10:00:00,10,140.796,128.012,156.86,100.0
2026-09-15 11:00:00,11,122.604,111.083,139.462,100.0
2026-09-15 12:00:00,12,111.737,100.486,127.202,100.0
2026-09-15 13:00:00,13,104.976,93.556,118.593,100.0
2026-09-15 14:00:00,14,96.64,84.923,109.141,100.0
2026-09-15 15:00:00,15,89.169,78.64,99.588,100.0
2026-09-15 16:00:00,16,84.07,73.306,96.697,100.0
2026-09-15 17:00:00,17,95.538,84.09,110.55,100.0
2026-09-15 18:00:00,18,108.502,95.479,122.43,100.0
2026-09-15 19:00:00,19,194.319,180.711,206.217,100.0
2026-09-15 20:00:00,20,225.223,212.467,235.33,100.0
2026-09-15 21:00:00,21,215.692,202.916,226.046,100.0
2026-09-15 22:00:00,22,197.091,186.053,207.181,100.0
2026-09-15 23:00:00,23,185.75,172.667,200.84,100.0
2026-09-16 00:00:00,0,167.362,154.987,181.574,100.0
2026-09-16 01:00:00,1,161.537,149.231,176.432,100.0
2026-09-16 02:00:00,2,153.213,141.145,167.855,100.0
2026-09-16 03:00:00,3,149.044,135.84,163.185,100.0
2026-09-16 04:00:00,4,144.29,132.849,156.056,100.0
2026-09-16 05:00:00,5,154.214,141.19,166.552,100.0
2026-09-16 06:00:00,6,155.725,143.038,169.045,100.0
2026-09-16 07:00:00,7,183.169,170.585,198.184,100.0
2026-09-16 08:00:00,8,182.418,166.845,201.648,100.0
2026-09-16 09:00:00,9,166.636,155.11,182.922,100.0
2026-09-16 10:00:00,10,139.624,126.841,155.688,100.0
2026-09-16 11:00:00,11,122.934,111.412,139.792,100.0
2026-09-16 12:00:00,12,112.098,100.848,127.564,100.0
2026-09-16 13:00:00,13,106.201,94.781,119.817,100.0
2026-09-16 14:00:00,14,96.032,84.315,108.532,100.0
2026-09-16 15:00:00,15,87.14,76.611,97.559,100.0
2026-09-16 16:00:00,16,82.466,71.702,95.093,100.0
2026-09-16 17:00:00,17,90.713,79.265,105.725,100.0
2026-09-16 18:00:00,18,103.136,90.112,117.063,100.0
2026-09-16 19:00:00,19,195.047,181.438,206.945,100.0
2026-09-16 20:00:00,20,227.308,214.552,237.415,100.0
2026-09-16 21:00:00,21,216.397,203.622,226.751,100.0
2026-09-16 22:00:00,22,196.762,185.724,206.852,100.0
2026-09-16 23:00:00,23,186.25,173.167,201.34,100.0
2026-09-17 00:00:00,0,167.732,155.357,181.944,100.0
2026-09-17 01:00:00,1,162.166,149.861,177.061,100.0
2026-09-17 02:00:00,2,153.959,141.891,168.602,100.0
2026-09-17 03:00:00,3,150.286,137.081,164.426,100.0
2026-09-17 04:00:00,4,145.546,134.105,157.312,100.0
2026-09-17 05:00:00,5,155.905,142.881,168.243,100.0
2026-09-17 06:00:00,6,156.156,143.469,169.475,100.0
2026-09-17 07:00:00,7,183.943,171.359,198.958,100.0
2026-09-17 08:00:00,8,183.531,167.957,202.76,100.0
2026-09-17 09:00:00,9,168.187,156.661,184.473,100.0
2026-09-17 10:00:00,10,142.23,129.446,158.294,100.0
2026-09-17 11:00:00,11,124.148,112.626,141.005,100.0
2026-09-17 12:00:00,12,114.386,103.136,129.852,100.0
2026-09-17 13:00:00,13,108.321,96.901,121.937,100.0
2026-09-17 14:00:00,14,97.233,85.516,109.733,100.0
2026-09-17 15:00:00,15,88.436,77.907,98.855,100.0
2026-09-17 16:00:00,16,83.961,73.197,96.588,100.0
2026-09-17 17:00:00,17,93.586,82.138,108.598,100.0
2026-09-17 18:00:00,18,107.076,94.053,121.004,100.0
2026-09-17 19:00:00,19,197.032,183.423,208.93,100.0
2026-09-17 20:00:00,20,229.874,217.118,239.981,100.0
2026-09-17 21:00:00,21,217.089,204.314,227.443,100.0
2026-09-17 22:00:00,22,196.522,185.484,206.613,100.0
2026-09-17 23:00:00,23,186.27,173.187,201.36,100.0
