datetime,hour,point_forecast,lower_80ci,upper_80ci,lag_data_quality
2026-08-31 00:00:00,0,156.399,144.024,170.611,100.0
2026-08-31 01:00:00,1,152.464,140.159,167.359,100.0
2026-08-31 02:00:00,2,148.266,136.198,162.908,100.0
2026-08-31 03:00:00,3,146.226,133.021,160.366,100.0
2026-08-31 04:00:00,4,152.176,140.735,163.942,100.0
2026-08-31 05:00:00,5,150.571,137.547,162.909,100.0
2026-08-31 06:00:00,6,141.851,129.165,155.171,100.0
2026-08-31 07:00:00,7,146.487,133.902,161.502,100.0
2026-08-31 08:00:00,8,137.726,122.152,156.955,100.0
2026-08-31 09:00:00,9,101.185,89.659,117.471,100.0
2026-08-31 10:00:00,10,75.397,62.614,91.462,100.0
2026-08-31 11:00:00,11,59.472,47.951,76.33,100.0
2026-08-31 12:00:00,12,49.52,38.27,64.986,100.0
2026-08-31 13:00:00,13,44.881,33.461,58.498,100.0
2026-08-31 14:00:00,14,44.731,33.015,57.232,100.0
2026-08-31 15:00:00,15,32.74,22.211,43.159,100.0
2026-08-31 16:00:00,16,25.279,14.516,37.906,100.0
2026-08-31 17:00:00,17,35.223,23.775,50.236,100.0
2026-08-31 18:00:00,18,39.883,26.86,53.81,100.0
2026-08-31 19:00:00,19,109.098,95.49,120.996,100.0
2026-08-31 20:00:00,20,170.051,157.294,180.158,100.0
2026-08-31 21:00:00,21,185.396,172.621,195.75,100.0
2026-08-31 22:00:00,22,162.76,151.722,172.851,100.0
2026-08-31 23:00:00,23,157.678,144.595,172.768,100.0
2026-09-01 00:00:00,0,140.582,128.207,154.794,100.0
2026-09-01 01:00:00,1,131.004,118.699,145.899,100.0
2026-09-01 02:00:00,2,130.045,117.978,144.688,100.0
2026-09-01 03:00:00,3,126.732,113.528,140.873,100.0
2026-09-01 04:00:00,4,129.94,118.499,141.706,100.0
2026-09-01 05:00:00,5,128.417,115.393,140.755,100.0
2026-09-01 06:00:00,6,126.091,113.404,139.41,100.0
2026-09-01 07:00:00,7,136.259,123.675,151.275,100.0
2026-09-01 08:00:00,8,131.07,115.496,150.299,100.0
2026-09-01 09:00:00,9,101.036,89.51,117.322,100.0
2026-09-01 10:00:00,10,79.467,66.684,95.531,100.0
2026-09-01 11:00:00,11,62.699,51.177,79.556,100.0
2026-09-01 12:00:00,12,50.251,39.0,65.716,100.0
2026-09-01 13:00:00,13,45.125,33.705,58.741,100.0
