# Source: investing.com xlsx (German Power Futures Historical Data.xlsx) | Downloaded: 2026-05-05T08:16:55.057608
date,german_cal_futures
2025-04-04,67.28
2025-04-11,68.46
2025-04-14,72.62
2025-04-15,72.35
2025-04-16,75.15
2025-04-17,75.26
2025-04-21,75.26
2025-04-22,79.44
2025-04-23,79.66
2025-04-24,79.67
2025-04-25,78.68
2025-04-28,78.02
2025-04-29,77.94
2025-04-30,66.57
2025-05-01,66.57
2025-05-02,68.93
2025-05-05,68.93
2025-05-06,70.74
2025-05-07,70.02
2025-05-08,68.27
2025-05-09,67.16
2025-05-12,70.76
2025-05-13,69.36
2025-05-14,69.04
2025-05-15,71.37
2025-05-16,70.6
2025-05-19,69.39
2025-05-20,69.08
2025-05-21,69.25
2025-05-22,69.27
2025-05-23,66.99
2025-05-27,67.6
2025-05-28,67.24
2025-05-29,67.36
2025-05-30,67.34
2025-06-02,68.74
2025-06-03,68.41
2025-06-04,68.83
2025-06-05,68.54
2025-06-06,70.52
2025-06-09,67.4
2025-06-10,66.51
2025-06-11,66.74
2025-06-12,65.39
2025-06-13,66.12
2025-06-16,66.12
2025-06-17,66.06
2025-06-18,63.9
2025-06-20,63.41
2025-06-23,62.22
2025-06-24,63.05
2025-06-25,64.01
2025-06-26,64.23
2025-06-27,63.67
2025-06-30,78.57
2025-07-01,82.6
2025-07-02,85.52
2025-07-03,84.0
2025-07-07,88.13
2025-07-08,88.67
2025-07-09,87.43
2025-07-10,86.77
2025-07-11,86.0
2025-07-14,86.0
2025-07-15,84.85
2025-07-16,85.13
2025-07-17,84.25
2025-07-18,84.32
2025-07-21,85.73
2025-07-22,86.9
2025-07-23,86.73
2025-07-24,87.15
2025-07-25,87.5
2025-07-28,87.98
2025-07-29,87.62
2025-07-30,87.8
2025-07-31,81.6
2025-08-01,78.51
2025-08-04,77.16
2025-08-05,78.72
2025-08-06,77.88
2025-08-07,77.28
2025-08-08,77.14
2025-08-11,77.52
2025-08-12,77.09
2025-08-13,75.62
2025-08-14,75.25
2025-08-15,74.69
2025-08-18,74.85
2025-08-19,74.69
2025-08-20,75.25
2025-08-21,75.36
2025-08-22,75.76
2025-08-25,75.76
2025-08-26,76.08
2025-08-27,76.65
2025-08-28,76.84
2025-08-29,77.06
2025-09-02,85.7
2025-09-03,85.89
2025-09-04,86.13
2025-09-05,86.46
2025-09-08,86.33
2025-09-09,84.63
2025-09-10,82.47
2025-09-11,80.2
2025-09-12,80.71
2025-09-15,82.25
2025-09-16,82.89
2025-09-17,83.3
2025-09-18,84.0
2025-09-19,83.21
2025-09-22,81.02
2025-09-23,79.59
2025-09-24,80.75
2025-09-25,82.0
2025-09-26,83.07
2025-09-29,83.51
2025-09-30,86.06
2025-10-01,84.88
2025-10-02,83.26
2025-10-03,90.35
2025-10-06,96.97
2025-10-07,96.3
2025-10-08,95.75
2025-10-09,94.59
2025-10-10,93.93
2025-10-13,90.79
2025-10-14,92.1
2025-10-15,90.57
2025-10-16,89.55
2025-10-17,89.11
2025-10-20,89.06
2025-10-21,87.28
2025-10-22,86.34
2025-10-23,86.04
2025-10-24,86.21
2025-10-27,85.35
2025-10-28,90.57
2025-10-29,89.76
2025-10-30,84.4
2025-10-31,99.64
2025-11-03,109.75
2025-11-04,114.37
2025-11-05,107.37
2025-11-06,103.43
2025-11-07,103.15
2025-11-10,97.86
2025-11-11,94.55
2025-11-12,95.59
2025-11-13,97.96
2025-11-14,97.19
2025-11-17,100.41
2025-11-18,101.55
2025-11-19,100.72
2025-11-20,100.61
2025-11-21,100.4
2025-11-24,105.02
2025-11-25,102.81
2025-11-26,101.93
2025-11-28,101.91
2025-12-01,98.13
2025-12-02,92.29
2025-12-03,92.16
2025-12-04,89.38
2025-12-05,87.67
2025-12-08,91.33
2025-12-09,92.26
2025-12-10,93.88
2025-12-11,96.97
2025-12-12,96.88
2025-12-15,95.33
2025-12-16,95.2
2025-12-17,94.71
2025-12-18,92.68
2025-12-19,92.85
2025-12-22,92.0
2025-12-23,92.94
2025-12-24,93.05
2025-12-26,93.05
2025-12-29,93.35
2025-12-30,93.47
2025-12-31,97.75
2026-01-02,101.75
2026-01-05,93.49
2026-01-06,98.17
2026-01-07,102.3
2026-01-08,99.87
2026-01-09,100.81
2026-01-12,109.61
2026-01-13,115.51
2026-01-14,115.69
2026-01-15,115.21
2026-01-16,116.93
2026-01-20,112.78
2026-01-21,112.72
2026-01-22,111.39
2026-01-23,111.12
2026-01-26,110.35
2026-01-27,110.05
2026-01-28,109.84
2026-01-29,109.9
2026-01-30,110.09
2026-02-02,110.6
2026-02-03,106.99
2026-02-04,107.89
2026-02-05,106.99
2026-02-06,108.15
2026-02-09,103.94
2026-02-10,103.8
2026-02-11,102.35
2026-02-12,104.17
2026-02-13,101.22
2026-02-17,95.93
2026-02-18,96.28
2026-02-19,96.74
2026-02-20,96.49
2026-02-23,97.08
2026-02-24,97.65
2026-02-25,97.75
2026-02-26,96.98
2026-02-27,96.58
2026-03-02,90.24
2026-03-03,100.57
2026-03-04,95.25
2026-03-05,93.79
2026-03-06,94.58
2026-03-09,95.43
2026-03-10,94.43
2026-03-11,96.63
2026-03-12,98.8
2026-03-13,99.08
2026-03-16,100.17
2026-03-17,100.37
2026-03-18,99.45
2026-03-19,102.39
2026-03-20,100.52
2026-03-23,100.74
2026-03-24,100.1
